"locality_id","latitude","longitude"
"L5136195",12.0047817,77.3318303
"L5234982",10.9865048,76.9065299
"L4794371",10.1071412,77.0576978
"L5176762",10.3008324,76.8573046
"L5176772",10.2913319,76.8432713
"L3914551",10.121837,76.688079
"L5190295",10.1175555,77.2442186
"L5189174",10.8672352,76.6577911
"L2566889",11.9742626,77.0751429
"L3450449",10.0642174,77.0668919
"L5196717",10.0367167,77.1316231
"L5192829",10.3337182,76.9351074
"L5197287",10.3530267,76.9401226
"L5196470",10.3857548,76.9962705
"L5189685",10.2204245,77.4813146
"L5192703",10.2426268,77.5258762
"L4454666",10.223876,77.4813795
"L2640343",12.5562391,77.4245167
"L5159695",11.463994,76.679854
"L5207990",10.3838602,76.9964982
"L5208005",10.3700786,76.9794189
"L4651212",10.444069,76.9856435
"L5202246",10.4928452,76.9852081
"L3915753",10.4446431,76.9849536
"L5201926",19.9134275,73.2228646
"L5213570",10.3637845,76.9772904
"L5213696",10.3293255,76.9584621
"L5213639",10.2861593,76.9838093
"L5207242",11.6010153,76.6802288
"L5206685",11.5306365,76.6470921
"L3918920",11.54298,76.646822
"L5208137",11.5444411,76.653234
"L4225612",11.3578944,76.9297541
"L4225869",11.3642209,76.901034
"L4225795",11.3654135,76.9029373
"L4225603",11.357772,76.9300217
"L5223615",10.3325569,76.9598776
"L5202239",10.4753479,76.9517885
"L5219414",12.4797552,75.8809731
"L5230353",10.3183729,76.9026885
"L5230871",12.40812,77.27734
"L6596120",10.8336254,76.6811034
"L5179804",10.054442,77.069158
"L5181369",10.134321,76.694086
"L5181401",11.529808,76.646272
"L5181407",11.537703,76.654741
"L5181523",12.746244,77.298863
"L5239649",18.485296,74.025845
"L5242406",11.6544374,77.1436572
"L5242715",11.6365472,77.1760798
"L3948946",11.7669038,77.2208834
"L5239999",15.086787,74.228092
"L5189765",11.4060581,76.8652117
"L4821097",11.6574482,77.1433139
"L3287362",11.08347,76.48011
"L5195727",10.243776,77.488671
"L5207837",8.433013,77.243135
"L5243547",10.4018524,76.8404254
"L5260062",10.41965,76.86726
"L5254880",14.9021893,74.3297719
"L5262149",10.3142437,76.7158771
"L5256842",10.3156793,76.7239666
"L3221877",11.0946506,76.4480639
"L5260862",14.8894651,74.2675352
"L3436013",10.950967,76.9454312
"L4999042",10.9844721,76.7374098
"L5273510",11.5378047,76.0426211
"L5273582",11.5396338,76.0475671
"L5273613",11.5187247,76.0424012
"L5273654",10.2986121,76.8922055
"L3166598",11.3332393,76.1252117
"L5235309",18.5383734,73.7794805
"L5226817",15.1700628,74.4834852
"L5273649",11.539986,76.0691187
"L5277292",10.8534322,76.6636544
"L3467906",10.9345343,76.7237735
"L4626807",10.936894,76.6873169
"L5283499",10.3017191,76.748879
"L5260118",10.4448668,76.8491507
"L5240745",12.7419645,75.8801436
"L5248525",12.8978823,75.8373611
"L5292274",12.257793,75.8500608
"L5292279",12.2027442,75.8123959
"L2569947",12.1426147,75.795933
"L5292361",12.1592999,75.9343261
"L5292367",12.1463253,75.9629812
"L5276600",12.144851,75.960395
"L3884614",10.3437195,76.969378
"L5295393",12.2448425,75.8505109
"L5295744",12.2516953,76.0598731
"L5282747",10.332512,76.895374
"L5292376",12.0563814,75.5486226
"L5323438",13.3284978,75.6610333
"L5297638",13.4676715,75.6924999
"L5323887",13.1872365,75.3159725
"L5193695",10.5553819,76.3191944
"L5371970",11.7207909,76.5783655
"L3135146",13.3862797,75.646534
"L4955560",10.1593142,76.5962391
"L5106273",10.981573,76.7362739
"L5374878",12.0802291,75.6199479
"L5371433",11.6925175,76.3443425
"L5323455",11.673232,76.256426
"L5385042",11.6224349,76.063816
"L4899692",11.6195817,76.0725009
"L5384337",9.5437902,76.9133091
"L11209917",10.3739028,76.465238
"L5388545",15.2792212,74.5343453
"L5386718",15.0839537,74.6486063
"L3365049",11.3861488,76.6721624
"L5375522",11.4139721,76.8665609
"L5388631",11.4665129,76.6835607
"L5386400",11.4554273,76.6815498
"L5386454",9.5770616,76.9860152
"L5391533",11.5841884,76.101222
"L5374714",10.3637936,76.9773509
"L5394269",11.6346837,76.1091614
"L5394395",10.4744924,76.838057
"L5394878",12.0695173,75.6150985
"L5397153",11.6047879,76.0822105
"L5400367",10.3800181,76.4641431
"L5400649",11.7367225,76.0856438
"L5401786",11.6648589,76.3811843
"L5401724",11.665971,76.3803267
"L5401658",11.6643644,76.3783693
"L5379877",11.8082844,76.2650373
"L5379889",11.8068922,76.268145
"L5287982",18.4769634,73.4173608
"L5279508",18.5014403,73.5147717
"L5265650",18.5201439,73.6268091
"L5407353",10.9157487,76.7495763
"L5410241",11.8578172,75.7964158
"L5410268",11.8511812,75.7567506
"L4146819",10.9656924,76.7486858
"L5413550",10.9635802,76.6323638
"L5413620",10.9831022,76.6485643
"L5413691",10.986641,76.6265059
"L5392059",11.8699072,76.1058936
"L5405094",11.6518329,76.0538864
"L2676143",11.92091,76.09155
"L5410217",11.9150566,76.097703
"L5394396",10.3149776,76.9122225
"L5418631",12.1085225,75.5355978
"L5418673",12.080953,75.5109215
"L4200141",10.3767583,76.9960579
"L5416441",10.4345514,76.9904294
"L5421267",12.0611553,75.6457829
"L5421300",12.0727487,75.6636143
"L5428327",10.366,76.481
"L5425146",10.347,76.501
"L5424963",10.349,76.473
"L5428323",10.3204081,76.484499
"L5428104",10.3071167,76.5056
"L5432782",10.4155598,76.4421415
"L5428601",10.3789169,76.5116874
"L5428607",10.3852567,76.5199688
"L5428321",10.379672,76.512439
"L5428319",10.379338,76.512229
"L3932073",10.3911625,76.5170717
"L5428595",10.3855539,76.5333472
"L5428663",10.379086,76.511555
"L5428661",10.379572,76.512383
"L5428660",10.384739,76.524509
"L5428651",10.380408,76.507219
"L5428627",10.380949,76.503895
"L5428626",10.38154,76.501398
"L5428624",10.380696,76.49903
"L5428622",10.379838,76.497632
"L5428619",10.379588,76.495194
"L5428617",10.380387,76.493334
"L5428616",10.379334,76.495325
"L5428613",10.379623,76.496793
"L5428608",10.380082,76.497671
"L5428605",10.381101,76.499976
"L5432785",10.4142092,76.444459
"L5428602",10.3538142,76.6274318
"L5428590",10.355947,76.6230581
"L3112717",10.348837,76.620324
"L5428592",10.3568328,76.6156137
"L4381355",10.4242733,76.4088984
"L5433423",10.3013236,76.5178442
"L5433268",10.3053095,76.8092823
"L5433356",10.3076571,76.5533781
"L5433259",10.3144548,76.5529704
"L5433156",10.2918105,76.8175006
"L5433052",10.4266287,76.4120525
"L5432806",10.4112968,76.460917
"L5424532",10.3279234,76.821782
"L5424497",10.3290341,76.8227215
"L5433004",10.329,76.823
"L5432795",10.4693531,76.8441671
"L3322852",10.5116263,76.8813801
"L5432743",10.4687571,76.8402967
"L5433223",10.4666242,76.8390709
"L5433452",10.2967972,76.8067074
"L5433430",10.2963825,76.6858044
"L5435844",10.3414334,76.8074369
"L5435867",10.3413111,76.8060281
"L5435871",10.3407283,76.8048778
"L5436474",10.0379885,76.9930823
"L5433152",10.3038317,76.6955309
"L5433073",10.2981272,76.686317
"L5433029",10.3314445,76.7282324
"L5432890",10.317651,76.7300906
"L5432661",10.3055016,76.72911
"L5436821",12.396649,75.590034
"L5436729",12.0928987,75.6077528
"L5436320",12.1376555,75.6092262
"L5436274",12.147536,75.6196082
"L5440759",10.3277615,76.8325637
"L5441188",10.356505,76.617161
"L5441186",10.3553862,76.6191566
"L5441182",10.3559984,76.6223806
"L5441105",10.3553067,76.62404
"L5421222",10.2789551,76.8583567
"L5404995",11.9213131,76.0880685
"L5435715",12.0474668,75.4613683
"L5441024",10.2844864,76.8109969
"L5434004",10.2896417,76.8085746
"L5444184",11.7215115,76.3966942
"L5444069",11.7049718,76.4063072
"L5433694",11.0624006,76.5413283
"L5433807",11.0600393,76.5452175
"L5433862",11.0607422,76.5482618
"L5433925",11.0616925,76.5523039
"L5433989",11.049607,76.5827
"L5434036",11.0507231,76.5930963
"L5434065",11.0420042,76.5906072
"L5434101",11.0457951,76.5942121
"L5434165",11.0321689,76.5988496
"L5434241",11.0317371,76.5996891
"L5434281",11.0313264,76.6001049
"L5434309",11.0310658,76.6002698
"L5444193",11.7054256,76.4067793
"L5444270",11.7217721,76.395793
"L5424472",10.3283251,76.8351712
"L5440654",10.3366604,76.829894
"L5440657",10.3358925,76.8315087
"L5440661",10.3321826,76.8352263
"L5424519",10.3282142,76.8220881
"L5440752",10.3278104,76.8218675
"L5440740",10.3299872,76.8360918
"L5440689",10.3330959,76.8335764
"L5440763",10.2849266,77.0069926
"L5440768",10.270794,76.9865378
"L5440770",10.2696849,76.9879168
"L5440772",10.2838028,77.0054811
"L5422208",10.8493691,76.5816035
"L5423804",10.84769,76.5733667
"L5454951",11.3828147,76.3380933
"L5440604",10.3220467,76.83418
"L5440607",10.3201974,76.8342212
"L5440612",10.3236115,76.8339231
"L5440645",10.3280123,76.8053804
"L5440728",10.3360305,76.8314192
"L5440738",10.3298817,76.8372097
"L5433075",10.3488003,76.6400322
"L5389561",15.948639,73.9983752
"L5280074",15.97102,74.0075393
"L5375141",15.9247725,74.0237016
"L5375137",15.9418898,74.0010896
"L5456463",12.056948,75.4772758
"L5466490",11.3774716,76.2135959
"L5466554",11.3996427,76.275512
"L5466306",11.990731,77.139292
"L5468676",10.8329477,76.680598
"L5109681",10.8303554,76.7138815
"L5482197",13.3993,75.0553
"L5482044",11.0624591,76.8507466
"L5454604",11.0770296,76.8354033
"L5388281",14.9019337,74.331324
"L5483576",11.3375096,76.1354775
"L5484372",11.0932075,76.7913866
"L4972846",11.0910446,76.787435
"L5484833",11.0926574,76.78426
"L5484664",11.0926541,76.7860168
"L5485233",11.0933049,76.7844799
"L5482196",10.2856582,76.9837117
"L4281924",10.3246407,76.9517559
"L5484789",18.4860178,73.5067941
"L5485429",18.4781806,73.5092717
"L4058785",11.71667,76.35
"L5455686",17.122,73.8755967
"L5483460",17.1249582,73.8595353
"L5483466",17.15018,73.8744617
"L5483476",17.1190667,73.8848733
"L2976424",14.869579,74.456265
"L5432677",14.9007755,74.3539054
"L4299503",10.4724513,76.8729472
"L4267863",10.4722825,76.8865514
"L5215852",12.0883275,75.6761241
"L5472434",14.9907392,74.1481437
"L5500897",11.3156611,76.141541
"L5499156",10.3045326,76.597259
"L5492915",10.2837824,76.6277576
"L5466274",10.9839514,76.9260159
"L5467063",10.9442256,76.719841
"L5466877",10.968783,76.7242558
"L5466752",10.9699524,76.7250972
"L5466551",10.9771349,76.8577251
"L5466502",10.9753623,76.8585193
"L5493281",10.2710218,76.9726774
"L5298133",11.569742,76.6886755
"L5409831",10.1221035,76.6800261
"L5409879",10.1344547,76.693919
"L5409881",10.1619923,76.7370463
"L5432645",10.4473832,76.6662455
"L5431794",10.5272649,76.6445088
"L5501002",11.964769,75.7863307
"L5505801",12.2172201,75.5092692
"L5447523",12.1905428,75.4708654
"L5506300",12.1637998,75.4272258
"L5500716",12.3259427,75.3889561
"L5500664",12.2757943,75.3284454
"L5510332",12.0835548,75.5025101
"L5516129",11.3432292,76.0469915
"L5519604",11.1836055,76.7018878
"L5519644",11.1837557,76.7033523
"L5519665",11.1853818,76.7045593
"L5519690",11.1834031,76.7010778
"L5519732",11.1857203,76.7036806
"L5519756",11.1859554,76.7032664
"L5519788",11.1862816,76.7028997
"L5519797",11.1861413,76.7030262
"L5516203",11.3408814,76.045766
"L5516258",11.3346181,76.0436353
"L5516299",11.3401898,76.0500941
"L5520398",11.3494309,76.0480704
"L5520408",11.3521898,76.046225
"L5520414",11.3535948,76.0445832
"L5520750",11.3431845,76.0684022
"L5520792",11.3382184,76.0689755
"L5510707",11.8328683,75.6589794
"L5510721",11.8485771,75.6721544
"L5510734",12.1541297,75.4639506
"L5510748",12.231816,75.4853654
"L5517093",11.9813098,75.7742071
"L5521577",11.993316,75.800128
"L5523946",10.5408313,76.6738337
"L5523926",10.5243805,76.6268539
"L5467009",12.4652403,75.2022314
"L5524087",12.4016226,75.2051926
"L5524187",12.3878745,75.2524853
"L5526441",12.4434285,75.2718186
"L5541682",14.9977002,74.1977602
"L5501007",10.282326,76.999599
"L5527264",11.0938574,76.7882202
"L5491993",10.2719584,76.9761127
"L5471656",11.1036335,76.7829715
"L5471630",11.1225885,76.7924227
"L5527421",11.4021391,76.8729311
"L5527549",11.4077322,76.8679556
"L5527915",10.32996,76.93455
"L5527916",10.33694,76.93475
"L5527904",10.34444,76.93485
"L5527905",10.34998,76.93918
"L5527906",10.35134,76.93701
"L5527965",10.35358,76.93679
"L5528009",10.35648,76.93126
"L5527907",10.34563,76.91911
"L5527957",10.34238,76.91476
"L5527998",10.34161,76.91131
"L5527994",10.33839,76.90496
"L5527958",10.3412,76.89975
"L5527984",10.33645,76.89502
"L5527959",10.32761,76.89522
"L5527961",10.32085,76.89835
"L5527962",10.3144,76.89315
"L5527986",10.30471,76.88424
"L5527964",10.30227,76.87967
"L5527966",10.32052,76.94909
"L5527971",10.31255,76.94656
"L5527919",10.30422,76.94676
"L5527972",10.29578,76.94591
"L5527973",10.28839,76.94449
"L5527974",10.28463,76.93637
"L5527976",10.27282,76.918
"L5528001",10.27578,76.91048
"L5527967",10.27466,76.90493
"L5527968",10.27801,76.90152
"L5527992",10.27895,76.89667
"L5527918",10.27886,76.88925
"L5527969",10.28069,76.88211
"L5527970",10.28111,76.87555
"L5527987",10.2866,76.87572
"L5527995",10.29107,76.87581
"L5527996",10.29818,76.87871
"L5527997",10.30099,76.87916
"L5527922",10.39333,76.99372
"L5527908",10.39981,76.99096
"L5527930",10.40614,76.99552
"L5527931",10.40911,76.9959
"L5527910",10.41575,76.99592
"L5527902",10.42096,76.99313
"L5528018",10.42761,76.98839
"L5527911",10.4318,76.9853
"L5528025",10.43362,76.98736
"L5527923",10.43523,76.98912
"L5528016",10.43776,76.98665
"L5528002",10.44393,76.9856
"L5528003",10.44793,76.98549
"L5527924",10.44865,76.98385
"L5527925",10.44942,76.98176
"L5528024",10.45078,76.98163
"L5527926",10.4504,76.97894
"L5527927",10.45059,76.976
"L5527928",10.45492,76.9792
"L5527929",10.45382,76.9722
"L5527943",10.35338,76.97222
"L5527947",10.34497,76.97225
"L5527949",10.34056,76.9671
"L5527950",10.33633,76.96379
"L5527953",10.33025,76.95702
"L5527982",10.32435,76.9514
"L5527954",10.31867,76.95507
"L5527955",10.31269,76.95886
"L5527956",10.3052,76.96181
"L5527999",10.29859,76.96783
"L5528019",10.28988,76.96945
"L5528006",10.2839,76.97503
"L5527944",10.28373,76.98334
"L5527945",10.29059,76.98655
"L5528007",10.28871,76.99469
"L5528015",10.2891,77.00292
"L5527946",10.28946,77.01117
"L5528020",10.29472,77.0173
"L5528008",10.29952,77.02212
"L5527948",10.30629,77.02537
"L5527913",10.3674,76.99487
"L5527936",10.36035,76.99745
"L5527914",10.35204,76.99833
"L5527937",10.34544,76.99455
"L5527938",10.33975,76.99358
"L5527939",10.33402,76.99522
"L5527940",10.33005,76.99886
"L5527941",10.32638,77.00564
"L5527942",10.32871,77.01024
"L5527903",10.33279,77.01069
"L5527991",10.33336,77.0169
"L5527932",10.31977,77.00272
"L5527933",10.31485,77.00131
"L5527934",10.3146,76.99547
"L5528014",10.3125,76.98917
"L5528026",10.31515,76.98782
"L5528004",10.32275,76.99102
"L5527988",10.32149,76.98705
"L5527935",10.31544,76.98091
"L5528005",10.32204,76.9827
"L2944778",14.8974128,74.3502653
"L5527581",11.4004143,76.8704957
"L5527411",11.7356412,76.0583305
"L5527578",11.6921769,76.0800552
"L5527697",11.6415043,76.0263157
"L5466762",11.6503328,75.9940158
"L5530670",12.0787988,75.4621124
"L5530721",12.1057341,75.534906
"L5530731",12.1263171,75.5558434
"L5530745",12.1163769,75.5826551
"L5527980",10.35998,76.97523
"L5528017",10.36409,76.9822
"L5527979",10.36529,76.9897
"L5527978",10.36929,76.99183
"L5528029",10.37202,76.99349
"L5528010",10.3742,76.9949
"L5528023",10.38496,76.99609
"L5528022",10.38551,76.9915
"L5527977",10.38429,76.98769
"L5528027",10.3913,76.98443
"L5527981",10.3916,76.98003
"L5527921",10.39318,76.97729
"L5528031",10.39412,76.97278
"L5528030",10.3962,76.96923
"L5527990",10.40133,76.96422
"L5528011",10.40482,76.95815
"L5528013",10.40877,76.9532
"L5528012",10.41493,76.94986
"L5528021",10.42058,76.94424
"L5530668",12.0260153,75.7331586
"L5530718",10.3127906,76.9818005
"L5533499",11.0764992,76.6701293
"L5533402",10.3045064,77.0252169
"L5530481",11.7436246,76.1118889
"L5530534",11.7642962,76.1260509
"L5530604",11.6396549,76.1607265
"L5530739",11.6436059,76.1404705
"L5530752",11.6614971,76.1812925
"L5533334",11.6501068,76.193428
"L5533356",11.6723545,76.1324024
"L5533398",11.6531891,76.2227821
"L5533496",11.6755486,76.0432243
"L5534067",11.688997,76.129055
"L5533355",11.6801435,76.0769963
"L5533421",11.730571,76.0584784
"L5533438",11.7455714,76.1113286
"L5533449",11.639879,76.1418414
"L5534191",11.662961,76.100058
"L5533087",11.0656963,76.5941799
"L5533122",11.0736774,76.5897918
"L5533109",11.068118,76.5941691
"L5530773",11.0612739,76.598112
"L5530767",11.0617793,76.5982729
"L5530562",11.0618425,76.5990186
"L5530504",11.0614213,76.5998071
"L5528429",11.0705187,76.6139746
"L5528396",11.064159,76.6062713
"L5528358",11.0644117,76.6091895
"L5528108",11.0641169,76.6084599
"L5533134",11.0714452,76.5855861
"L5540853",10.520814,76.436363
"L5533518",11.0766255,76.6709983
"L5533546",11.0750251,76.6714704
"L5533556",11.0747303,76.6706121
"L5533569",11.0747724,76.6714597
"L5533583",11.0739301,76.6715026
"L5533587",11.0739722,76.6705692
"L5533597",11.067402,76.6435003
"L5533611",11.0671493,76.6403246
"L5533626",11.0650435,76.6438437
"L5533630",11.0649803,76.6406357
"L5541079",14.9023555,74.3300977
"L4848718",14.8948853,74.3055193
"L5540996",10.520847,76.4362
"L5540995",10.523345,76.436743
"L5540994",10.524692,76.437258
"L5540993",10.525962,76.436926
"L5540988",10.527812,76.436033
"L5540987",10.530369,76.435064
"L5540985",10.528714,76.436222
"L5540984",10.527384,76.437634
"L5540982",10.52593,76.43901
"L5540979",10.523627,76.436877
"L5540978",10.520502,76.436228
"L5540968",10.520481,76.435959
"L5540963",10.519691,76.435712
"L5540947",10.519858,76.43559
"L5540946",10.519582,76.435818
"L5540943",10.520997,76.436224
"L5540942",10.523289,76.439327
"L5540937",10.521152,76.440401
"L5540935",10.518702,76.442935
"L5540932",10.518235,76.442394
"L5540912",10.518528,76.439391
"L5540911",10.520529,76.436171
"L5540907",10.524672,76.438778
"L5540904",10.524465,76.438152
"L5540901",10.520508,76.436031
"L5540899",10.512626,76.439165
"L5540898",10.514821,76.439829
"L5540896",10.515763,76.440381
"L5540895",10.517575,76.440065
"L5540893",10.519905,76.437684
"L5540890",10.524405,76.435218
"L5540887",10.525752,76.43619
"L5540885",10.524837,76.437077
"L5540880",10.523072,76.436571
"L5540876",10.516334,76.430016
"L5540873",10.515317,76.421602
"L5540872",10.515359,76.424915
"L5540870",10.516221,76.427769
"L5540869",10.516644,76.431715
"L5540856",10.518925,76.435131
"L3903469",10.4574276,76.4520121
"L5545551",10.4507595,76.4225292
"L5545424",11.0539596,76.7415705
"L5545484",11.0544647,76.7440628
"L5545438",11.1126324,76.690557
"L5545497",11.0771731,76.7006636
"L5545460",11.0518322,76.7442988
"L5545465",11.0556019,76.7452966
"L5545539",11.0569707,76.6953893
"L5545547",11.0583115,76.693413
"L5545549",11.0570128,76.694016
"L5545554",11.0576797,76.6932843
"L5545778",11.7488907,76.210227
"L5545741",11.6904819,76.2082529
"L5545733",11.6694685,76.2159777
"L5545720",11.6495464,76.2899637
"L5545705",11.6078482,76.3281369
"L5545675",11.5880057,76.3212061
"L5545669",11.5910326,76.2961435
"L5545638",11.6090253,76.3057566
"L5545625",11.584138,76.233573
"L5545477",11.6925832,75.9611464
"L5542175",11.676193,75.9767675
"L5545430",11.7527982,75.9418988
"L5544858",11.73958,75.94792
"L5545596",11.770066,76.1288595
"L5545579",11.651732,76.1898851
"L5545550",11.6617352,76.1794996
"L3287746",11.8194708,75.9899694
"L5515309",11.77258,75.9331917
"L5428772",11.8218017,75.983215
"L5541999",12.2940493,75.4731131
"L5542207",12.2935461,75.4716539
"L5542265",12.2803793,75.4679632
"L5545299",11.8543312,75.7242751
"L5545514",11.844776,75.7753336
"L5545631",11.8371946,75.7755375
"L5545824",11.8214431,75.673871
"L3348695",11.8739865,75.8691359
"L5548549",11.8529872,75.9064078
"L5548733",11.1077475,76.6417408
"L5548785",11.0967141,76.6181374
"L3905261",11.107916,76.6590786
"L5548701",11.0899233,76.6528264
"L5548575",11.8405548,75.9000349
"L5548171",12.1537102,75.5825686
"L5548627",12.1904589,75.534482
"L5548695",12.1987224,75.5197406
"L5548765",12.2020991,75.5315745
"L5548872",10.4425185,76.4577198
"L5548901",12.1472912,75.5825901
"L5548923",12.1578635,75.5186892
"L5548939",12.1841666,75.5025959
"L5549333",12.2086319,75.4102746
"L5549374",12.1983868,75.4961157
"L5549709",11.7742043,75.6568336
"L5551085",10.4858708,76.4774179
"L5542162",10.5952682,76.3598775
"L5542146",10.5947204,76.3632981
"L3221399",10.4856176,76.3911152
"L5545788",10.5177795,76.3678262
"L5545791",10.5075604,76.3773762
"L5545784",10.505207,76.3857568
"L5545796",10.510793,76.373301
"L5545805",10.520032,76.3725305
"L5545811",10.5077487,76.372616
"L5545816",10.5213301,76.3734733
"L5540910",10.521017,76.43619
"L5536734",10.5041065,76.4202921
"L5536570",10.5167622,76.4124036
"L5536711",10.4993343,76.4206423
"L5551501",12.1537521,75.514977
"L5144143",15.6705083,74.177928
"L5552765",15.6808484,74.1790143
"L5551784",11.1365781,76.7120078
"L5552626",11.1250127,76.6126871
"L4848639",11.1252653,76.6032457
"L5551526",12.1615973,75.4871571
"L5551478",12.2264056,75.4616761
"L5554477",10.6570191,76.2885519
"L5542496",10.4791536,76.5396723
"L5551534",12.2245601,75.3959084
"L5551590",11.8623111,75.8976102
"L5551607",11.8846536,75.848
"L5551723",11.8978503,75.8111733
"L5551737",11.9030889,75.8148265
"L5551750",11.912957,75.8240908
"L5552233",12.1962682,75.4292757
"L5552284",12.2389562,75.4264537
"L5555123",11.844839,75.8696508
"L5552719",15.4361044,74.2128269
"L3221300",10.4339621,76.4958286
"L5555187",11.8708787,75.825448
"L5555236",11.843873,75.6762099
"L5558441",11.8428649,75.6747937
"L5558489",12.0310828,75.6334949
"L5558646",12.0557309,75.6566405
"L5561094",11.8362026,75.7309572
"L5561554",9.3996443,76.8495798
"L5561510",9.422676,76.8487215
"L5561440",9.4188657,76.8901777
"L5560957",12.2744667,75.3211713
"L5565150",11.8886011,75.645622
"L5565181",11.8926063,75.6605807
"L5566219",12.2774859,75.4162717
"L5566292",12.2621796,75.3917241
"L5566381",12.2259861,75.3345609
"L5560729",11.9031939,75.6625414
"L5569309",11.8978818,75.698719
"L5569375",12.2476693,75.3181028
"L5569392",12.264528,75.3477144
"L5569396",12.0342839,75.7992268
"L5569401",12.0549335,75.7354975
"L5569427",12.0635789,75.7826614
"L5565314",9.3280083,76.8808717
"L5565316",9.3483717,76.8756267
"L5565082",9.3509433,76.8706683
"L5565313",9.35114,76.8705583
"L5565160",9.395215,76.8253417
"L5565311",9.4130683,76.8271117
"L5569451",12.0639566,75.8016729
"L5569475",12.0738188,75.8027887
"L5569608",12.0279461,75.76895
"L5565306",11.9623652,75.8130623
"L5565299",8.7680917,77.0259941
"L5558002",8.6754205,77.1071202
"L5557898",8.7538927,77.0465612
"L5536807",8.7977377,77.0137739
"L4899764",8.6753423,77.1061733
"L4906098",8.6646937,77.1402025
"L5569793",11.9473875,75.8461332
"L5569840",12.1396974,75.636878
"L5569901",11.95717,75.847013
"L5569460",10.2710353,76.7009956
"L5569481",10.2672796,76.6976008
"L3892092",10.26,76.698
"L5569472",10.2608708,76.6871452
"L4944820",8.5749954,77.1492147
"L4944822",8.5754198,77.1487641
"L5572582",11.9464638,75.8972883
"L5572688",12.0402439,75.5825901
"L5572693",12.0639471,75.582727
"L5571254",10.3039058,76.5920227
"L5571185",10.3035158,76.5924249
"L5571248",10.3025019,76.592192
"L5569508",10.2853069,76.5645941
"L5572818",8.480755,77.173013
"L5572831",8.486252,77.174022
"L5572838",8.481052,77.189428
"L5572852",8.484215,77.191746
"L5524193",11.5624863,76.6449979
"L5524192",11.5631749,76.6452769
"L5524128",11.5332953,76.6461406
"L11115493",11.2989334,76.9355392
"L5572886",8.45327,77.185587
"L5575578",11.0509759,76.3821459
"L5575530",11.0447842,76.3735199
"L5546501",11.3653546,76.6466761
"L5561355",10.6595216,76.3246971
"L5561346",10.3471253,76.5004518
"L5561350",10.3406735,76.5041113
"L5575739",11.1287884,76.7238887
"L5523808",11.0614039,76.8507999
"L5380823",9.3205027,76.850214
"L5581393",11.0597942,76.3735843
"L5582033",11.0573513,76.8493009
"L5569957",10.5840523,76.3575079
"L5589186",10.4058518,76.6023874
"L5589904",11.0914921,76.6536498
"L5584539",11.5643973,76.9994737
"L5590687",11.1342765,76.7148256
"L5542519",10.4716175,76.54904
"L5598614",11.7948106,76.1529136
"L5598632",11.829802,76.1563253
"L5598625",11.7951047,76.183362
"L5584558",11.573638,76.5586406
"L5584563",11.5762551,76.5581149
"L5584585",11.4112324,76.7113227
"L5599057",10.5486771,76.2848032
"L5601959",10.4835076,76.5697289
"L5602004",10.5124548,76.5190029
"L5602128",11.2327915,76.7139888
"L5602148",11.2045034,76.7328501
"L5602160",11.2326021,76.7133129
"L5602173",11.2045034,76.7335153
"L5604656",11.8306838,76.1011108
"L5604641",11.7236783,76.1589276
"L5604561",11.7560333,76.1829114
"L5602564",11.7957768,76.2122226
"L5602395",11.8266097,76.2052488
"L5602347",11.8504672,76.2031889
"L5602104",11.8481991,76.1815596
"L5602092",11.829046,76.1616468
"L5606511",11.7444369,75.8687925
"L5606476",11.7251925,75.8824396
"L5585974",11.7566636,75.8804011
"L5606276",11.5930506,76.3581991
"L5584882",11.5872911,76.3572764
"L5609772",11.8277438,76.0986257
"L5609723",11.7869548,76.0961795
"L5609680",11.7260539,76.1609709
"L5609641",11.7513066,76.1822999
"L5608882",11.7879208,76.0852878
"L5608183",11.7738465,75.9999769
"L5608958",11.8016573,76.1548155
"L5608208",11.8023294,75.9892052
"L5612942",13.4404173,75.0844717
"L5564468",11.5072518,76.156492
"L5605971",10.5493264,76.2860702
"L5625757",10.5755255,76.385552
"L5625759",10.5831221,76.3784141
"L5622315",10.548123,76.2863384
"L5626052",10.5913358,76.3691562
"L5626044",10.5874741,76.3688203
"L5626040",10.5853938,76.3729371
"L5626028",10.5855349,76.3749596
"L5541091",10.4510803,76.4841463
"L5625832",10.5518067,76.2868497
"L5622423",10.5484028,76.2856293
"L5625851",10.4127988,76.4756993
"L5625270",10.549157,76.2856534
"L4199673",10.0891129,77.0596731
"L3162419",13.8459971,74.801445
"L6815195",11.5734593,76.6448522
"L6580627",11.545209,76.646021
"L10400793",11.4789943,76.6796994
"L5629021",11.5898775,76.8306743
"L5652539",13.7358833,75.6324255
"L5653190",10.23878,76.4738925
"L5655427",10.0303189,76.9868358
"L5655433",10.0389345,77.0001313
"L5655466",10.0516573,77.1097811
"L4683784",10.068861,77.0694512
"L5657442",10.5482657,76.2864205
"L5656117",10.2800021,77.0049832
"L5656114",10.2737608,76.9837608
"L5607798",11.659773,77.130686
"L3446949",10.6404,76.30105
"L5691752",9.373625,77.157701
"L5682512",9.350615,77.17288
"L5682581",9.342486,77.177349
"L5682622",9.341165,77.181328
"L7727197",10.98581,76.7375983
"L5663719",10.2663156,77.4908993
"L5667057",12.2314,75.640286
"L5718988",10.5498498,76.2881489
"L5709387",10.3529982,76.9398158
"L5720028",10.5483975,76.2856829
